CNN,streetname,from_st,to_st,cardinal,addrange,limits,location,theOrder
27907000,42ND AVE,BALBOA ST,,,,BALBOA ST intersection,,4092
27879000,42ND AVE,CABRILLO ST,,,,CABRILLO ST intersection,,4094
27878000,42ND AVE,FULTON ST,,,,FULTON ST intersection,,4096
27805000,42ND AVE,LINCOLN WAY,,,,LINCOLN WAY intersection,,4097
27799000,42ND AVE,IRVING ST,,,,IRVING ST intersection,,4099
27797000,42ND AVE,JUDAH ST,,,,JUDAH ST intersection,,4101
27774000,42ND AVE,KIRKHAM ST,,,,KIRKHAM ST intersection,,4103
27773000,42ND AVE,LAWTON ST,,,,LAWTON ST intersection,,4105
27771000,42ND AVE,MORAGA ST,,,,MORAGA ST intersection,,4107
27766000,42ND AVE,NORIEGA ST,,,,NORIEGA ST intersection,,4109
27764000,42ND AVE,ORTEGA ST,,,,ORTEGA ST intersection,,4111
23484000,42ND AVE,PACHECO ST,,,,PACHECO ST intersection,,4113
23482000,42ND AVE,QUINTARA ST,,,,QUINTARA ST intersection,,4115
23476000,42ND AVE,RIVERA ST,,,,RIVERA ST intersection,,4117
23474000,42ND AVE,SANTIAGO ST,,,,SANTIAGO ST intersection,,4119
23458000,42ND AVE,TARAVAL ST,,,,TARAVAL ST intersection,,4121
23443000,42ND AVE,ULLOA ST,,,,ULLOA ST intersection,,4123
23434000,42ND AVE,VICENTE ST,,,,VICENTE ST intersection,,4125
23433000,42ND AVE,WAWONA ST,,,,WAWONA ST intersection,,4127
23445000,42ND AVE,SLOAT BLVD,,,,SLOAT BLVD intersection,,4129
27920000,43RD AVE,CLEMENT ST \ VETERANS DR,,,,CLEMENT ST \ VETERANS DR intersection,,4130
27918000,43RD AVE,POINT LOBOS AVE,,,,POINT LOBOS AVE intersection,,4132
27911000,43RD AVE,GEARY BLVD,,,,GEARY BLVD intersection,,4134
27910000,43RD AVE,ANZA ST,,,,ANZA ST intersection,,4136
27908000,43RD AVE,BALBOA ST,,,,BALBOA ST intersection,,4138
27882000,43RD AVE,CABRILLO ST,,,,CABRILLO ST intersection,,4140
27881000,43RD AVE,CHAIN OF LAKES DR \ FULTON ST,,,,CHAIN OF LAKES DR \ FULTON ST intersection,,4142
27808000,43RD AVE,LINCOLN WAY,,,,LINCOLN WAY intersection,,4143
27802000,43RD AVE,IRVING ST,,,,IRVING ST intersection,,4145
27800000,43RD AVE,JUDAH ST,,,,JUDAH ST intersection,,4147
27778000,43RD AVE,KIRKHAM ST,,,,KIRKHAM ST intersection,,4149
27777000,43RD AVE,LAWTON ST,,,,LAWTON ST intersection,,4151
27775000,43RD AVE,MORAGA ST,,,,MORAGA ST intersection,,4153
27767000,43RD AVE,NORIEGA ST,,,,NORIEGA ST intersection,,4155
27765000,43RD AVE,ORTEGA ST,,,,ORTEGA ST intersection,,4157
23485000,43RD AVE,PACHECO ST,,,,PACHECO ST intersection,,4159
23483000,43RD AVE,QUINTARA ST,,,,QUINTARA ST intersection,,4161
23477000,43RD AVE,RIVERA ST,,,,RIVERA ST intersection,,4163
23475000,43RD AVE,SANTIAGO ST,,,,SANTIAGO ST intersection,,4165
23459000,43RD AVE,TARAVAL ST,,,,TARAVAL ST intersection,,4167
23457000,43RD AVE,ULLOA ST,,,,ULLOA ST intersection,,4169
23448000,43RD AVE,VICENTE ST,,,,VICENTE ST intersection,,4171
23446000,43RD AVE,WAWONA ST,,,,WAWONA ST intersection,,4173
23447000,43RD AVE,SLOAT BLVD,,,,SLOAT BLVD intersection,,4175
27999000,44TH AVE,CLEMENT ST,,,,CLEMENT ST intersection,,4176
27997000,44TH AVE,POINT LOBOS AVE,,,,POINT LOBOS AVE intersection,,4178
27986000,44TH AVE,GEARY BLVD,,,,GEARY BLVD intersection,,4180
27985000,44TH AVE,ANZA ST,,,,ANZA ST intersection,,4182
27983000,44TH AVE,BALBOA ST,,,,BALBOA ST intersection,,4184
27970000,44TH AVE,CABRILLO ST,,,,CABRILLO ST intersection,,4186
27969000,44TH AVE,FULTON ST,,,,FULTON ST intersection,,4188
27809000,44TH AVE,LINCOLN WAY,,,,LINCOLN WAY intersection,,4189
27803000,44TH AVE,IRVING ST,,,,IRVING ST intersection,,4191
27801000,44TH AVE,JUDAH ST,,,,JUDAH ST intersection,,4193
27780000,44TH AVE,KIRKHAM ST,,,,KIRKHAM ST intersection,,4195
27779000,44TH AVE,LAWTON ST,,,,LAWTON ST intersection,,4197
27776000,44TH AVE,MORAGA ST,,,,MORAGA ST intersection,,4199
27770000,44TH AVE,NORIEGA ST,,,,NORIEGA ST intersection,,4201
27768000,44TH AVE,ORTEGA ST,,,,ORTEGA ST intersection,,4203
23488000,44TH AVE,PACHECO ST,,,,PACHECO ST intersection,,4205
23486000,44TH AVE,QUINTARA ST,,,,QUINTARA ST intersection,,4207
23480000,44TH AVE,RIVERA ST,,,,RIVERA ST intersection,,4209
23478000,44TH AVE,SANTIAGO ST,,,,SANTIAGO ST intersection,,4211
23462000,44TH AVE,TARAVAL ST,,,,TARAVAL ST intersection,,4213
23460000,44TH AVE,ULLOA ST,,,,ULLOA ST intersection,,4215
23451000,44TH AVE,VICENTE ST,,,,VICENTE ST intersection,,4217
23449000,44TH AVE,WAWONA ST,,,,WAWONA ST intersection,,4219
23450000,44TH AVE,SLOAT BLVD,,,,SLOAT BLVD intersection,,4221
32832000,45TH AVE,CLEMENT ST \ SEAL ROCK DR,,,,CLEMENT ST \ SEAL ROCK DR intersection,,4222
27998000,45TH AVE,POINT LOBOS AVE,,,,POINT LOBOS AVE intersection,,4224
27988000,45TH AVE,GEARY BLVD,,,,GEARY BLVD intersection,,4226
27987000,45TH AVE,ANZA ST,,,,ANZA ST intersection,,4228
27984000,45TH AVE,BALBOA ST,,,,BALBOA ST intersection,,4230
27972000,45TH AVE,CABRILLO ST,,,,CABRILLO ST intersection,,4232
27971000,45TH AVE,FULTON ST,,,,FULTON ST intersection,,4234
27954000,45TH AVE,LINCOLN WAY,,,,LINCOLN WAY intersection,,4235
27948000,45TH AVE,IRVING ST,,,,IRVING ST intersection,,4237
27946000,45TH AVE,JUDAH ST,,,,JUDAH ST intersection,,4239
27934000,45TH AVE,KIRKHAM ST,,,,KIRKHAM ST intersection,,4241
27933000,45TH AVE,LAWTON ST,,,,LAWTON ST intersection,,4243
27930000,45TH AVE,MORAGA ST,,,,MORAGA ST intersection,,4245
27923000,45TH AVE,NORIEGA ST,,,,NORIEGA ST intersection,,4247
27769000,45TH AVE,ORTEGA ST,,,,ORTEGA ST intersection,,4249
23489000,45TH AVE,PACHECO ST,,,,PACHECO ST intersection,,4251
23487000,45TH AVE,QUINTARA ST,,,,QUINTARA ST intersection,,4253
23481000,45TH AVE,RIVERA ST,,,,RIVERA ST intersection,,4255
23479000,45TH AVE,SANTIAGO ST,,,,SANTIAGO ST intersection,,4257
23463000,45TH AVE,TARAVAL ST,,,,TARAVAL ST intersection,,4259
23461000,45TH AVE,ULLOA ST,,,,ULLOA ST intersection,,4261
23454000,45TH AVE,VICENTE ST,,,,VICENTE ST intersection,,4263
23452000,45TH AVE,WAWONA ST,,,,WAWONA ST intersection,,4265
23453000,45TH AVE,SLOAT BLVD,,,,SLOAT BLVD intersection,,4267
28002000,46TH AVE,POINT LOBOS AVE,,,,POINT LOBOS AVE intersection,,4268
27994000,46TH AVE,GEARY BLVD,,,,GEARY BLVD intersection,,4270
27993000,46TH AVE,ANZA ST,,,,ANZA ST intersection,,4272
27992000,46TH AVE,SUTRO HEIGHTS AVE,,,,SUTRO HEIGHTS AVE intersection,,4274
27989000,46TH AVE,BALBOA ST,,,,BALBOA ST intersection,,4276
27974000,46TH AVE,CABRILLO ST,,,,CABRILLO ST intersection,,4278
27973000,46TH AVE,FULTON ST,,,,FULTON ST intersection,,4280
27955000,46TH AVE,LINCOLN WAY,,,,LINCOLN WAY intersection,,4281
27949000,46TH AVE,IRVING ST,,,,IRVING ST intersection,,4283
27947000,46TH AVE,JUDAH ST,,,,JUDAH ST intersection,,4285
27935000,46TH AVE,KIRKHAM ST,,,,KIRKHAM ST intersection,,4287
27932000,46TH AVE,LAWTON ST,,,,LAWTON ST intersection,,4289
27931000,46TH AVE,MORAGA ST,,,,MORAGA ST intersection,,4291
27924000,46TH AVE,NORIEGA ST,,,,NORIEGA ST intersection,,4293
27921000,46TH AVE,ORTEGA ST,,,,ORTEGA ST intersection,,4295
23517000,46TH AVE,PACHECO ST,,,,PACHECO ST intersection,,4297
23515000,46TH AVE,QUINTARA ST,,,,QUINTARA ST intersection,,4299
23509000,46TH AVE,RIVERA ST,,,,RIVERA ST intersection,,4301
23507000,46TH AVE,SANTIAGO ST,,,,SANTIAGO ST intersection,,4303
23502000,46TH AVE,TARAVAL ST,,,,TARAVAL ST intersection,,4305
23499000,46TH AVE,ULLOA ST,,,,ULLOA ST intersection,,4307
23491000,46TH AVE,VICENTE ST,,,,VICENTE ST intersection,,4309
23455000,46TH AVE,WAWONA ST,,,,WAWONA ST intersection,,4311
23456000,46TH AVE,SLOAT BLVD,,,,SLOAT BLVD intersection,,4313
28003000,47TH AVE,POINT LOBOS AVE,,,,POINT LOBOS AVE intersection,,4314
27996000,47TH AVE,GEARY BLVD,,,,GEARY BLVD intersection,,4316
27995000,47TH AVE,ANZA ST,,,,ANZA ST intersection,,4318
27991000,47TH AVE,SUTRO HEIGHTS AVE,,,,SUTRO HEIGHTS AVE intersection,,4320
27990000,47TH AVE,BALBOA ST,,,,BALBOA ST intersection,,4322
27975000,47TH AVE,CABRILLO ST,,,,CABRILLO ST intersection,,4324
27968000,47TH AVE,FULTON ST,,,,FULTON ST intersection,,4326
27967000,47TH AVE,GOLF COURSE ACCESS RD \ JOHN F KENNEDY DR,,,,GOLF COURSE ACCESS RD \ JOHN F KENNEDY DR intersection,,4328
27956000,47TH AVE,LINCOLN WAY,,,,LINCOLN WAY intersection,,4329
27952000,47TH AVE,IRVING ST,,,,IRVING ST intersection,,4331
27950000,47TH AVE,JUDAH ST,,,,JUDAH ST intersection,,4333
27940000,47TH AVE,KIRKHAM ST,,,,KIRKHAM ST intersection,,4335
27937000,47TH AVE,LAWTON ST,,,,LAWTON ST intersection,,4337
27936000,47TH AVE,MORAGA ST,,,,MORAGA ST intersection,,4339
27927000,47TH AVE,NORIEGA ST,,,,NORIEGA ST intersection,,4341
27922000,47TH AVE,ORTEGA ST,,,,ORTEGA ST intersection,,4343
23518000,47TH AVE,PACHECO ST,,,,PACHECO ST intersection,,4345
23516000,47TH AVE,QUINTARA ST,,,,QUINTARA ST intersection,,4347
23510000,47TH AVE,RIVERA ST,,,,RIVERA ST intersection,,4349
23508000,47TH AVE,SANTIAGO ST,,,,SANTIAGO ST intersection,,4351
23503000,47TH AVE,TARAVAL ST,,,,TARAVAL ST intersection,,4353
23501000,47TH AVE,ULLOA ST,,,,ULLOA ST intersection,,4355
23500000,47TH AVE,VICENTE ST,,,,VICENTE ST intersection,,4357
23494000,47TH AVE,CUTLER AVE,,,,CUTLER AVE intersection,,4359
23492000,47TH AVE,WAWONA ST,,,,WAWONA ST intersection,,4361
23493000,47TH AVE,SLOAT BLVD,,,,SLOAT BLVD intersection,,4363
28013000,48TH AVE,EL CAMINO DEL MAR \ POINT LOBOS AVE,,,,EL CAMINO DEL MAR \ POINT LOBOS AVE intersection,,4364
28011000,48TH AVE,GEARY BLVD,,,,GEARY BLVD intersection,,4366
28010000,48TH AVE,ANZA ST,,,,ANZA ST intersection,,4368
28007000,48TH AVE,SUTRO HEIGHTS AVE,,,,SUTRO HEIGHTS AVE intersection,,4370
28006000,48TH AVE,BALBOA ST,,,,BALBOA ST intersection,,4372
27977000,48TH AVE,CABRILLO ST,,,,CABRILLO ST intersection,,4374
27976000,48TH AVE,FULTON ST,,,,FULTON ST intersection,,4376
27957000,48TH AVE,LINCOLN WAY,,,,LINCOLN WAY intersection,,4377
27953000,48TH AVE,IRVING ST,,,,IRVING ST intersection,,4379
27951000,48TH AVE,JUDAH ST,,,,JUDAH ST intersection,,4381
27941000,48TH AVE,KIRKHAM ST,,,,KIRKHAM ST intersection,,4383
27939000,48TH AVE,LAWTON ST,,,,LAWTON ST intersection,,4385
27938000,48TH AVE,MORAGA ST,,,,MORAGA ST intersection,,4387
27928000,48TH AVE,NORIEGA ST,,,,NORIEGA ST intersection,,4389
27925000,48TH AVE,ORTEGA ST,,,,ORTEGA ST intersection,,4391
23521000,48TH AVE,PACHECO ST,,,,PACHECO ST intersection,,4393
23519000,48TH AVE,QUINTARA ST,,,,QUINTARA ST intersection,,4395
23512000,48TH AVE,RIVERA ST,,,,RIVERA ST intersection,,4397
23511000,48TH AVE,SANTIAGO ST,,,,SANTIAGO ST intersection,,4399
23506000,48TH AVE,GREAT HWY \ TARAVAL ST,,,,GREAT HWY \ TARAVAL ST intersection,,4401
23505000,48TH AVE,GREAT HWY \ ULLOA ST,,,,GREAT HWY \ ULLOA ST intersection,,4403
33023000,ABBEY ST,CHULA LN,,,,CHULA LN intersection,,4404
25721000,ABBEY ST,17TH ST,,,,17TH ST intersection,,4406
35019000,ACACIA AVE,IRONWOOD WAY,,,,IRONWOOD WAY intersection,,4407
35017000,ACACIA AVE,FAIRFAX AVE,,,,FAIRFAX AVE intersection,,4409
20180000,ACACIA AVE,MIDDLE POINT RD,,,,MIDDLE POINT RD intersection,,4410
21815000,ACADIA ST,MONTEREY BLVD,,,,MONTEREY BLVD intersection,,4412
21966000,ACADIA ST,JOOST AVE,,,,JOOST AVE intersection,,4414
51065000,ACADIA ST,END,,,,END intersection,,4416
23101000,ACEVEDO AVE,ARBALLO DR,,,,ARBALLO DR intersection,,4417
33486000,ACEVEDO AVE,VIDAL DR,,,,VIDAL DR intersection,,4419
23111000,ACEVEDO AVE,VIDAL DR,,,,VIDAL DR intersection,,4421
50589000,ACME ALY,END,,,,END intersection,,4422
28245000,ACME ALY,CORWIN ST,,,,CORWIN ST intersection,,4424
32959000,ACME ALY,SEWARD ST,,,,SEWARD ST intersection,,4426
25235000,ACORN ALY,LEAVENWORTH ST,,,,LEAVENWORTH ST intersection,,4427
50255000,ACORN ALY,END,,,,END intersection,,4429
21552000,ACTON ST,MISSION ST \ SICKLES AVE,,,,MISSION ST \ SICKLES AVE intersection,,4430
33702000,ACTON ST,BRUMISS TER,,,,BRUMISS TER intersection,,4432
25142000,ADA CT,OFARRELL ST,,,,OFARRELL ST intersection,,4433
25158000,ADA CT,AMITY ALY,,,,AMITY ALY intersection,,4435
50275000,ADA CT,END,,,,END intersection,,4437
24340000,ADAIR ST,SOUTH VAN NESS AVE,,,,SOUTH VAN NESS AVE intersection,,4438
24366000,ADAIR ST,CAPP ST,,,,CAPP ST intersection,,4440
52260000,ADAM ST,END,,,,END intersection,,4441
52438000,ADAM ST,EVE ST,,,,EVE ST intersection,,4443
50892000,ADAM ST,END,,,,END intersection,,4445
21883000,ADDISON ST,BEMIS ST,,,,BEMIS ST intersection,,4446
21962000,ADDISON ST,DIGBY ST,,,,DIGBY ST intersection,,4448
21963000,ADDISON ST,FARNUM ST,,,,FARNUM ST intersection,,4450
21990000,ADDISON ST,DIAMOND HEIGHTS BLVD \ GOLD MINE DR,,,,DIAMOND HEIGHTS BLVD \ GOLD MINE DR intersection,,4452
25050000,ADELE CT,JACKSON ST,,,,JACKSON ST intersection,,4453
50182000,ADELE CT,END,,,,END intersection,,4455
21702000,ADMIRAL AVE,MISSION ST,,,,MISSION ST intersection,,4456
21780000,ADMIRAL AVE,CAMELLIA AVE,,,,CAMELLIA AVE intersection,,4458
21704000,ADMIRAL AVE,ALEMANY BLVD,,,,ALEMANY BLVD intersection,,4460
33731000,ADOLPH SUTRO CT,JOHNSTONE DR,,,,JOHNSTONE DR intersection,,4461
52176000,ADOLPH SUTRO CT,END,,,,END intersection,,4463
32870000,AERIAL WAY,ORTEGA ST,,,,ORTEGA ST intersection,,4464
27122000,AERIAL WAY,PACHECO ST,,,,PACHECO ST intersection,,4466
27121000,AERIAL WAY,FUNSTON AVE,,,,FUNSTON AVE intersection,,4468
32876000,AERIAL WAY,FUNSTON AVE,,,,FUNSTON AVE intersection,,4469
33562000,AERIAL WAY,14TH AVE,,,,14TH AVE intersection,,4471
21231000,AGNON AVE,CRESCENT AVE,,,,CRESCENT AVE intersection,,4472
21817000,AGNON AVE,JUSTIN DR,,,,JUSTIN DR intersection,,4474
22409000,AGUA WAY,TERESITA BLVD,,,,TERESITA BLVD intersection,,4475
22427000,AGUA WAY,LA BICA WAY,,,,LA BICA WAY intersection,,4477
22422000,AGUA WAY,CHAVES AVE,,,,CHAVES AVE intersection,,4479
23916000,AHERN WAY,06TH ST,,,,06TH ST intersection,,4480
23918000,AHERN WAY,HARRIET ST,,,,HARRIET ST intersection,,4482
35066000,AL SCOMA WAY,JEFFERSON ST,,,,JEFFERSON ST intersection,,4483
54357000,AL SCOMA WAY,END,,,,END intersection,,4485
24225000,ALABAMA ST,TREAT AVE,,,,TREAT AVE intersection,,4486
24221000,ALABAMA ST,15TH ST,,,,15TH ST intersection,,4488
24056000,ALABAMA ST,16TH ST,,,,16TH ST intersection,,4490
24050000,ALABAMA ST,17TH ST,,,,17TH ST intersection,,4492
24045000,ALABAMA ST,MARIPOSA ST,,,,MARIPOSA ST intersection,,4494
24033000,ALABAMA ST,18TH ST,,,,18TH ST intersection,,4496
24034000,ALABAMA ST,19TH ST,,,,19TH ST intersection,,4498
24032000,ALABAMA ST,19TH ST,,,,19TH ST intersection,,4499
24028000,ALABAMA ST,20TH ST,,,,20TH ST intersection,,4501
23996000,ALABAMA ST,21ST ST,,,,21ST ST intersection,,4503
23993000,ALABAMA ST,22ND ST,,,,22ND ST intersection,,4505
23977000,ALABAMA ST,23RD ST,,,,23RD ST intersection,,4507
23976000,ALABAMA ST,24TH ST,,,,24TH ST intersection,,4509
23974000,ALABAMA ST,25TH ST,,,,25TH ST intersection,,4511
21170000,ALABAMA ST,26TH ST,,,,26TH ST intersection,,4513
21142000,ALABAMA ST,CESAR CHAVEZ ST,,,,CESAR CHAVEZ ST intersection,,4515
21140000,ALABAMA ST,PRECITA AVE,,,,PRECITA AVE intersection,,4517
21165000,ALABAMA ST,PRECITA AVE,,,,PRECITA AVE intersection,,4519
21131000,ALABAMA ST,MULLEN AVE,,,,MULLEN AVE intersection,,4521
21130000,ALABAMA ST,MONTCALM ST,,,,MONTCALM ST intersection,,4523
21164000,ALABAMA ST,NORWICH ST,,,,NORWICH ST intersection,,4525
21128000,ALABAMA ST,RUTLEDGE ST,,,,RUTLEDGE ST intersection,,4527
21109000,ALABAMA ST,RIPLEY ST,,,,RIPLEY ST intersection,,4529
21111000,ALABAMA ST,ESMERALDA AVE \ WALTHAM ST,,,,ESMERALDA AVE \ WALTHAM ST intersection,,4531
50136000,ALADDIN TER,END,,,,END intersection,,4532
25438000,ALADDIN TER,REDFIELD ALY \ TAYLOR ST,,,,REDFIELD ALY \ TAYLOR ST intersection,,4534
23859000,ALAMEDA ST,DE HARO ST,,,,DE HARO ST intersection,,4535
23861000,ALAMEDA ST,RHODE ISLAND ST,,,,RHODE ISLAND ST intersection,,4537
23862000,ALAMEDA ST,HENRY ADAMS ST,,,,HENRY ADAMS ST intersection,,4539
23865000,ALAMEDA ST,VERMONT ST,,,,VERMONT ST intersection,,4541
23866000,ALAMEDA ST,SAN BRUNO AVE,,,,SAN BRUNO AVE intersection,,4543
24187000,ALAMEDA ST,UTAH ST,,,,UTAH ST intersection,,4545
24189000,ALAMEDA ST,POTRERO AVE,,,,POTRERO AVE intersection,,4547
24195000,ALAMEDA ST,HAMPSHIRE ST,,,,HAMPSHIRE ST intersection,,4549
24215000,ALAMEDA ST,BRYANT ST,,,,BRYANT ST intersection,,4551
24218000,ALAMEDA ST,TREAT AVE,,,,TREAT AVE intersection,,4552
24227000,ALAMEDA ST,HARRISON ST,,,,HARRISON ST intersection,,4554
51657000,ALANA WAY,END,,,,END intersection,,4555
20258000,ALANA WAY,EXECUTIVE PARK BLVD,,,,EXECUTIVE PARK BLVD intersection,,4557
20257000,ALANA WAY,HARNEY WAY \ THOMAS MELLON DR,,,,HARNEY WAY \ THOMAS MELLON DR intersection,,4559
54020000,ALBATROSS CT,KIRKWOOD AVE,,,,KIRKWOOD AVE intersection,,4560
54021000,ALBATROSS CT,END,,,,END intersection,,4562
50957000,ALBERTA ST,END,,,,END intersection,,4563
33337000,ALBERTA ST,CAMPBELL AVE,,,,CAMPBELL AVE intersection,,4565
25834000,ALBION ST,15TH ST,,,,15TH ST intersection,,4566
25699000,ALBION ST,16TH ST,,,,16TH ST intersection,,4568
25695000,ALBION ST,16TH ST,,,,16TH ST intersection,,4569
25693000,ALBION ST,CAMP ST,,,,CAMP ST intersection,,4571
25692000,ALBION ST,17TH ST,,,,17TH ST intersection,,4573
20594000,ALDER ST,ANKENY ST \ ORDWAY ST,,,,ANKENY ST \ ORDWAY ST intersection,,4574
20593000,ALDER ST,HARKNESS AVE,,,,HARKNESS AVE intersection,,4576
52018000,ALEMANY BLVD,SAN BRUNO AVE,,,,SAN BRUNO AVE intersection,,4577
52226000,ALEMANY BLVD,SAUL ST,,,,SAUL ST intersection,,4579
52051000,ALEMANY BLVD,OGDEN AVE,,,,OGDEN AVE intersection,,4581
51664000,ALEMANY BLVD,DICKINSON ST,,,,DICKINSON ST intersection,,4582
33692000,ALEMANY BLVD,INDUSTRIAL ST OFF RAMP \ SAN BRUNO AV ON RAMP,,,,INDUSTRIAL ST OFF RAMP \ SAN BRUNO AV ON RAMP intersection,,4584
28073000,ALEMANY BLVD,HWY 101 S OFF RAMP \ PUTNAM ST,,,,HWY 101 S OFF RAMP \ PUTNAM ST intersection,,4586
33690000,ALEMANY BLVD,HWY 101 N ON RAMP \ SAN BRUNO AV OFF RAMP,,,,HWY 101 N ON RAMP \ SAN BRUNO AV OFF RAMP intersection,,4587
33691000,ALEMANY BLVD,INDUSTRIAL ST ON RAMP,,,,INDUSTRIAL ST ON RAMP intersection,,4589
33693000,ALEMANY BLVD,INDUSTRIAL ST \ INDUSTRIAL ST OFF RAMP,,,,INDUSTRIAL ST \ INDUSTRIAL ST OFF RAMP intersection,,4591
33661000,ALEMANY BLVD,ALEMANY BLVD OFF RAMP,,,,ALEMANY BLVD OFF RAMP intersection,,4593
52273000,ALEMANY BLVD,I-280 N OFF RAMP \ I-280 N ON RAMP,,,,I-280 N OFF RAMP \ I-280 N ON RAMP intersection,,4596
33315000,ALEMANY BLVD,STONEYBROOK AVE,,,,STONEYBROOK AVE intersection,,4598
21006000,ALEMANY BLVD,CONGDON ST,,,,CONGDON ST intersection,,4600
21047000,ALEMANY BLVD,FOLSOM ST,,,,FOLSOM ST intersection,,4602
20996000,ALEMANY BLVD,ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP,,,,ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP intersection,,4604
33669000,ALEMANY BLVD,END,,,,END intersection,,4606
21705000,ALEMANY BLVD,ROUSSEAU ST,,,,ROUSSEAU ST intersection,,4609
21704000,ALEMANY BLVD,ADMIRAL AVE,,,,ADMIRAL AVE intersection,,4612
21783000,ALEMANY BLVD,LYELL ST,,,,LYELL ST intersection,,4614
21781000,ALEMANY BLVD,SILVER AVE,,,,SILVER AVE intersection,,4617
21763000,ALEMANY BLVD,TINGLEY ST,,,,TINGLEY ST intersection,,4620
21766000,ALEMANY BLVD,THERESA ST,,,,THERESA ST intersection,,4623
21777000,ALEMANY BLVD,COTTER ST,,,,COTTER ST intersection,,4626
21776000,ALEMANY BLVD,FRANCIS ST,,,,FRANCIS ST intersection,,4629
21772000,ALEMANY BLVD,SANTA ROSA AVE,,,,SANTA ROSA AVE intersection,,4631
32970000,ALEMANY BLVD,HARRINGTON ST,,,,HARRINGTON ST intersection,,4634
32971000,ALEMANY BLVD,NORTON ST,,,,NORTON ST intersection,,4636
21740000,ALEMANY BLVD,SAN JUAN AVE,,,,SAN JUAN AVE intersection,,4638
21755000,ALEMANY BLVD,OCEAN AVE,,,,OCEAN AVE intersection,,4641
21747000,ALEMANY BLVD,LEO ST,,,,LEO ST intersection,,4644
21750000,ALEMANY BLVD,ONONDAGA AVE,,,,ONONDAGA AVE intersection,,4646
22053000,ALEMANY BLVD,SENECA AVE,,,,SENECA AVE intersection,,4649
21752000,ALEMANY BLVD,ONEIDA AVE,,,,ONEIDA AVE intersection,,4651
22052000,ALEMANY BLVD,GENEVA AVE,,,,GENEVA AVE intersection,,4654
54034000,ALEMANY BLVD,CHANCERY LN,,,,CHANCERY LN intersection,,4657
21487000,ALEMANY BLVD,NIAGARA AVE,,,,NIAGARA AVE intersection,,4659
22081000,ALEMANY BLVD,RESTANI WAY,,,,RESTANI WAY intersection,,4661
21517000,ALEMANY BLVD,MOUNT VERNON AVE,,,,MOUNT VERNON AVE intersection,,4664
21522000,ALEMANY BLVD,OTTAWA AVE,,,,OTTAWA AVE intersection,,4667
21526000,ALEMANY BLVD,FOOTE AVE,,,,FOOTE AVE intersection,,4670
21561000,ALEMANY BLVD,NAGLEE AVE,,,,NAGLEE AVE intersection,,4673
33493000,ALEMANY BLVD,FARRAGUT AVE,,,,FARRAGUT AVE intersection,,4676
21578000,ALEMANY BLVD,WHIPPLE AVE,,,,WHIPPLE AVE intersection,,4678
21577000,ALEMANY BLVD,LAURA ST,,,,LAURA ST intersection,,4681
21579000,ALEMANY BLVD,LAWRENCE AVE,,,,LAWRENCE AVE intersection,,4683
33441000,ALEMANY BLVD,CAYUGA AVE,,,,CAYUGA AVE intersection,,4686
21589000,ALEMANY BLVD,SICKLES AVE,,,,SICKLES AVE intersection,,4688
33440000,ALEMANY BLVD,DE WOLF ST,,,,DE WOLF ST intersection,,4690
22460000,ALEMANY BLVD,I-280 N ON RAMP \ REGENT ST \ SAN JOSE AVE,,,,I-280 N ON RAMP \ REGENT ST \ SAN JOSE AVE intersection,,4693
22480000,ALEMANY BLVD,CRYSTAL ST \ PALMETTO AVE,,,,CRYSTAL ST \ PALMETTO AVE intersection,,4696
22490000,ALEMANY BLVD,ORIZABA AVE \ SAGAMORE ST,,,,ORIZABA AVE \ SAGAMORE ST intersection,,4699
54233000,ALEMANY BLVD,HABITAT TER,,,,HABITAT TER intersection,,4701
33435000,ALEMANY BLVD,BRIGHT ST,,,,BRIGHT ST intersection,,4704
33434000,ALEMANY BLVD,BROTHERHOOD WAY,,,,BROTHERHOOD WAY intersection,,4706
33436000,ALEMANY BLVD,BROTHERHOOD WAY \ SAGAMORE ST,,,,BROTHERHOOD WAY \ SAGAMORE ST intersection,,4708
22511000,ALEMANY BLVD,VICTORIA ST,,,,VICTORIA ST intersection,,4711
33433000,ALEMANY BLVD,RAMSELL ST,,,,RAMSELL ST intersection,,4714
22516000,ALEMANY BLVD,ARCH ST \ RALSTON ST \ WORCESTER AVE,,,,ARCH ST \ RALSTON ST \ WORCESTER AVE intersection,,4716
22528000,ALEMANY BLVD,PALMETTO AVE \ SAINT CHARLES AVE,,,,PALMETTO AVE \ SAINT CHARLES AVE intersection,,4719
22530000,ALEMANY BLVD,KEMPTON AVE,,,,KEMPTON AVE intersection,,4721
22533000,ALEMANY BLVD,CHESTER AVE,,,,CHESTER AVE intersection,,4724
33467000,ALEMANY BLVD,JUNIPERO SERRA BLVD,,,,JUNIPERO SERRA BLVD intersection,,4726
51149000,ALEMANY BLVD,END,,,,END intersection,,4728
33636000,ALEMANY BLVD,CONGDON ST \ JUSTIN DR,,,,CONGDON ST \ JUSTIN DR intersection,,4730
33438000,ALEMANY BLVD,SICKLES AVE,,,,SICKLES AVE intersection,,4732
33661000,ALEMANY BLVD OFF RAMP,ALEMANY BLVD,,,,ALEMANY BLVD intersection,,4733
